"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"1490","Nike Men's M NK DRY PARK VII JSY SS T-shirt","fast drying t-shirt","Software Developer","If you're looking for a short sleeve t-shirt, this is one.If you like red things, this one is red.Did you look at the picture? Coz it looks like the picture.Do you like them to fit? Order in your size and it will.Do you want quick drying? It does, so long as not submerged in water or in an environment below 20°C.You want it to be breathable? It is, but same conditions apply.It is ideal for staying cool/comfortable in warm or hot weather.Got moobs and/or mild beer belly? Yeah, it might be able to cover that and protect the public.Oh you have washboard abs and pecs? This is not the baby oil section - you're in the wrong place.Not cotton but polyester.Supposedly a US brand, but made in China. Uncle Sam sold out to Uncle Roger.","Reviewed in the United Kingdom on 4 January 2024","5.0 out of 5 stars","Verified Purchase"
"1491","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Maglietta uomo","Loris","Ottima vestibilità, qualità del prodotto e stile.Consigliato.","Reviewed in Italy on 11 December 2023","4.5 out of 5 stars","Verified Purchase"
"1492","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Yea Shirt","David F.","Bought for my grandson loves it & a black to","Reviewed in the United Kingdom on 26 December 2023","5.0 out of 5 stars","Verified Purchase"
"1493","Nike Men's M NK DRY PARK VII JSY SS T-shirt","T shirt","Angela Greene","Really good quality and correct sizing","Reviewed in the United Kingdom on 4 December 2023","5.0 out of 5 stars","Verified Purchase"
"1494","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Great quality","paul","Great product very good value","Reviewed in the United Kingdom on 18 September 2023","5.0 out of 5 stars","Verified Purchase"
"1495","Nike Men's M NK DRY PARK VII JSY SS T-shirt","comfy top","Amazon Customer","A very comfortable top slips on/off with ease keeps shape colour would defo buy again.","Reviewed in the United Kingdom on 5 December 2023","5.0 out of 5 stars","Verified Purchase"
"1496","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Brilliant sports jersey, and at a good price, will buy a couple more.","Tyrone Williams","Brilliant sports jersey, and at a good price, will buy a couple more.","Reviewed in the United Kingdom on 7 December 2022","5.0 out of 5 stars","Verified Purchase"
"1497","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Produit conforme","David","Livraison au top","Reviewed in Belgium on 4 September 2023","5.0 out of 5 stars","Verified Purchase"
"1498","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Beau T-shirt","BurghDandy","T-shirt Nike leger et réspirant. 1m80 et 73kg, le M est un peu large et je le trouve long. Mais rien de gênant dans la pratique de mon sport","Reviewed in Belgium on 25 December 2023","5.0 out of 5 stars","Verified Purchase"
"1499","Nike Men's M NK DRY PARK VII JSY SS T-shirt","期待通り！","山本哲史","もっと欲しい！","Reviewed in Japan on 23 September 2022","5.0 out of 5 stars","Verified Purchase"
"1500","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Attention","Nunes Lionel","J’ai commandé un manche longue je reçois un manche courte dommageMême si le t shirt est nickel en soi","Reviewed in France on 16 November 2023","5.0 out of 5 stars","Verified Purchase"
"1501","Under Armour Men's Locker Camo Slide Sandal","Nice comfortable sandel","jinjae","Fast delivery, satisfied with the product. It is nice and comfortable, and fits well","Reviewed in the United Kingdom on 5 January 2024","4.4 out of 5 stars","Verified Purchase"
"1502","Under Armour Men's Locker Camo Slide Sandal","So comfy","Angela frodsham","Got these for my partner, he absolutely loves the comfort, so light n attractive, quality is brill","Reviewed in the United Kingdom on 19 September 2023","5.0 out of 5 stars","Verified Purchase"
"1503","Under Armour Men's Locker Camo Slide Sandal","Excelente producto, buena calidas","Anibal Flores","Producto de calidad, muy cómodas, buenos materiales, llegó antes de lo esperado. Recomendadas.","Reviewed in Mexico on 22 August 2022","5.0 out of 5 stars","Verified Purchase"
"1504","Under Armour Men's Locker Camo Slide Sandal","Little tight but open up with time","Bilal Ahmad","Great product, would highly recommend. It feels little tighter for first few days especially if you have wide foot size, but it eases up with time.","Reviewed in the United Kingdom on 25 December 2022","5.0 out of 5 stars","Verified Purchase"
"1505","Under Armour Men's Locker Camo Slide Sandal","Go One Size Up!!","Trev","I am a 9.5 Mens and I bought a Size 10. It runs tight on the sesamoid bones which I do not really like since I wear this at home, so my thought was that this was fairly cheap and I just wanted to slip my feet in. Unless you need the security like walking near wet areas, then go for your size, but if you just want a slip on and slip off, go one size up. Size aside, it is very secure and great material. PS. I did buy a size up and gave the smaller size to my siblings.","Reviewed in Canada on 15 January 2024","5.0 out of 5 stars","Verified Purchase"
"1506","Under Armour Men's Locker Camo Slide Sandal","The comfiest and most durable","Dawid","The comfiest and most durable with big feet! Made of one piece of material providing extreme durability","Reviewed in the United Kingdom on 30 December 2023","5.0 out of 5 stars","Verified Purchase"
"1507","Under Armour Men's Locker Camo Slide Sandal","Buena calidad","Marco Jimenez","Los compré para mi niño de 5 años, las tallas son correctas y son de excelente calidad","Reviewed in Mexico on 31 July 2021","5.0 out of 5 stars","Verified Purchase"
"1508","Under Armour Men's Locker Camo Slide Sandal","良い商品ありがとうございます。","くまくん","注文して日数はかかりましたが、商品はとても良く気に入ってます。","Reviewed in Japan on 19 January 2024","5.0 out of 5 stars","Verified Purchase"
"1509","Under Armour Men's Locker Camo Slide Sandal","Worth the price","UG1","Good to wear. Easy use. Value for money","Reviewed in the United Kingdom on 4 October 2023","5.0 out of 5 stars","Verified Purchase"
"1510","Under Armour Men's Locker Camo Slide Sandal","Great product","Ange","I have purchased many of these for the family. Would highly suggest.Love that they are comfy and water resistant","Reviewed in Canada on 24 July 2022","4.0 out of 5 stars","Verified Purchase"
"1511","Under Armour Men's Locker Camo Slide Sandal","Comfortable","Arek","Like them a lot.","Reviewed in the United Kingdom on 10 December 2023","4.4 out of 5 stars","Verified Purchase"
"1512","Under Armour Men's Locker Camo Slide Sandal","Prendre une pointure au dessus minimum","PJ","Pour mon fils qui chausse du 49,5, il a du prendre en 51, d'où l'étoile en moins. Heureusement, nous avions prévu le coup suite à une autre commande d'une autre marque (voir dans mes autres avis).Robuste, ne sentent pas, bon article.*Je recommande si vous ne faites pas plus de 50 de pointure !","Reviewed in Belgium on 18 September 2023","5.0 out of 5 stars","Verified Purchase"
"1513","Under Armour Men's Locker Camo Slide Sandal","Sizes Run SMALL, get a size up","Mark","Recently purchased these as my red Nike slides popped. I already trust the under Armour brand, so I knew what to expect before I got them.BEWARE: buy a size up. I’ve attached some images here, the Red Nike Slide is a 12. The under armor slide is ALSO a 12, yet my foot doesn’t even FIT in the 12 from UA. I ended up having to get a 13 which fit me better.If you’re reading this review, they are worth the money. Just make sure you BUY A SIZE UP, if you’re a 12 like me get a 13. Their sizes run small.Slip on, can easily rinse them off, they’re a good pair of slides OVERALL. You can wear them in the house, or outside. Throw some water on them and they’re new again. Under Armour is always a go to, good products, that will last.","Reviewed in the United States on 23 November 2023","4.0 out of 5 stars","Verified Purchase"
"1514","Under Armour Men's Locker Camo Slide Sandal","Impressed","Mark","These are very comfortable. True to size although they could be a bit wider (I'm sure with time it will stretch). I bought these to use in the showers at the gym.","Reviewed in Canada on 15 December 2023","5.0 out of 5 stars","Verified Purchase"
"1515","Under Armour Men's Locker Camo Slide Sandal","Barata, cómoda, bonita","Jonathan DN","Son cómodas, bastante bonitas y muy buen precio.","Reviewed in Spain on 11 February 2024","5.0 out of 5 stars","Verified Purchase"
"1516","Under Armour Men's Locker Camo Slide Sandal","使いやすい","JOSE ANTONIO","小石が穴に挟まってくる","Reviewed in Japan on 28 October 2023","5.0 out of 5 stars","Verified Purchase"
"1517","Under Armour Men's Locker Camo Slide Sandal","Nice and comfortable","Amazon カスタマー","A bit bigger on size compared to another brands, good quality.","Reviewed in the United Kingdom on 18 November 2023","5.0 out of 5 stars","Verified Purchase"
"1518","Under Armour Men's Locker Camo Slide Sandal","Ottima qualità","Stoyan Zhelenski","Perfette per la piscina, leggere e si asciugano in fretta","Reviewed in Italy on 29 October 2023","4.0 out of 5 stars","Verified Purchase"
"1519","Under Armour Men's Locker Camo Slide Sandal","Everything is fine","Luke Sir","Everything is fine","Reviewed in Germany on 13 July 2023","5.0 out of 5 stars","Verified Purchase"
"1520","Under Armour Men's Locker Camo Slide Sandal","Did not fit","vlas ilgovskyy","Did not fit but they was hard","Reviewed in the United Kingdom on 24 July 2023","5.0 out of 5 stars","Verified Purchase"
"1521","Under Armour Men's Locker Camo Slide Sandal","""Chappal""","Arpan N.","Works out really great, very comfortable: would have been more useful, if i were in an asian household!","Reviewed in the United Kingdom on 17 February 2024","4.4 out of 5 stars","Verified Purchase"
"1522","Under Armour Men's Locker Camo Slide Sandal","Comfy on the feet, true sizing","A.C.BAXTER","Great fit , comfortable on the feet, plenty cushioning on sole, great price","Reviewed in the United Kingdom on 4 October 2023","5.0 out of 5 stars","Verified Purchase"
"1523","Under Armour Men's Locker Camo Slide Sandal","Top!","Michael","Passen wie angegeben!Saugen sich nicht voll!Sehr gut verarbeitet!","Reviewed in Germany on 24 January 2024","5.0 out of 5 stars","Verified Purchase"
"1524","Under Armour Men's Locker Camo Slide Sandal","Slide","Leo","Little too big but really comfortable","Reviewed in the United Kingdom on 14 July 2023","5.0 out of 5 stars","Verified Purchase"
"1525","Under Armour Men's Locker Camo Slide Sandal","Good quality and comfortable","Lindsey Dee","I bought these for both of my sons who have reported they are the comfiest sliders they've had. Made well and good sizes.","Reviewed in the United Kingdom on 10 September 2023","4.0 out of 5 stars","Verified Purchase"
"1526","Under Armour Men's Locker Camo Slide Sandal","カッコイイ","後藤　裕之","学校で使う予定です気に入ったそうです","Reviewed in Japan on 2 April 2023","5.0 out of 5 stars","Verified Purchase"
"1527","Under Armour Men's Locker Camo Slide Sandal","Very solid and support slide sandals for all round use","Alan Lee","Excellent product from UA.From general use to bathroom sandals to help dry wet feet it does an good job.Fits well and solidly constructed and comfortable to walk around all day","Reviewed in the United Kingdom on 13 April 2023","5.0 out of 5 stars","Verified Purchase"
"1528","Under Armour Men's Locker Camo Slide Sandal","Takes a while to soften to your feet","Desired Gaming Management Team.","These fit well to size but are not naturally shaped so dig in to your feet for the first few days","Reviewed in the United Kingdom on 8 August 2023","4.0 out of 5 stars","Verified Purchase"
"1529","Under Armour Men's Locker Camo Slide Sandal","Comfortable","Dawn","Good fit","Reviewed in the United Kingdom on 11 December 2023","4.0 out of 5 stars","Verified Purchase"
"1530","Under Armour Men's Locker Camo Slide Sandal","Nice but order a size large","Mr Nigel Wilkinson","Good quality & feels comfy, but definitely on the snug side if you have wider feet","Reviewed in the United Kingdom on 25 January 2024","5.0 out of 5 stars","Verified Purchase"
"1531","Under Armour Men's Locker Camo Slide Sandal","Great value","Art","Great value sliders. They mould round your feet making them a comfortable and secure fit.","Reviewed in the United Kingdom on 15 October 2022","4.4 out of 5 stars","Verified Purchase"
"1532","Under Armour Men's Locker Camo Slide Sandal","サイズがあって良かったです。","ひらやん","大きいサイズ助かりました","Reviewed in Japan on 28 January 2024","5.0 out of 5 stars","Verified Purchase"
"1533","Under Armour Men's Locker Camo Slide Sandal","etwas schwer","ChefChemiker","Die Schuhe fallen größenentsprechend aus, allerdings sind sie sehr kompakt und schwer, und der Preis ist UA-Typisch hoch. Da aber aus einen Stück gegossen sind sie lange haltbar und bisher ohne Beschädigung oder Abnützung im Einsatz!","Reviewed in Germany on 24 December 2023","5.0 out of 5 stars","Verified Purchase"
"1534","Under Armour Men's Locker Camo Slide Sandal","Great house shoes","Tyrone Bethea","I purchased these for around the house wear and they are perfect.  These shoes are very sturdy and are quite comfortable as well.  If you have narrow feet like mine DON'T purchase a size UP. The price of these are unmatched 🙌 these are an amazing value.  Overall I'm very pleased with this product.","Reviewed in the United States on 30 December 2023","4.0 out of 5 stars","Verified Purchase"
