"","category","name","reviewer","review","date","ratings"
"223","Moisturizer","        CeraVe Moisturising Cream for Dry to Very Dry Skin 454g with Hyaluronic Acid & 3 Essential Ceramides       ","Ramma","







  
  
    I love this cream. I used the Cerave lotion for years but due to using Tretinoin my skin was in much need of some serious TLC. This is so much better than the lotion for dry skin - I use it in the morning and at night as I found it doesn't make my skin greasy or oily (I have combination skin with an oily T zone).I layer this over my morning serums or over Tretinoin at night after letting it soak in for 30mins or so. It has no scent, it didn't make me break out and my skin isn't dry anymore despite the cold and windy weather. I love it!
  
","Reviewed in the United Kingdom on 22 January 2024","Next page of related Sponsored Products"
"224","Moisturizer","        CeraVe Moisturising Cream for Dry to Very Dry Skin 454g with Hyaluronic Acid & 3 Essential Ceramides       ","Emerald","







  
  
    It's an amazing product that's suitable for all ages and has saved my skin in this dry weather.
  
","Reviewed in the United Kingdom on 29 January 2024","Previous page"
"225","Moisturizer","        CeraVe Moisturising Cream for Dry to Very Dry Skin 454g with Hyaluronic Acid & 3 Essential Ceramides       ","Inês de Matos","







  
  
    It is light. I absorbs quickly.It hydrates my skin and leaves it soft without being greasy.This big tub is good value for money.Very happy with my purchase.
  
","Reviewed in the United Kingdom on 3 February 2024","Next page"
"226","Moisturizer","        CeraVe Moisturising Cream for Dry to Very Dry Skin 454g with Hyaluronic Acid & 3 Essential Ceramides       ","Emily","







  
  
    This is the best moisturiser I have found and works better than other leading brands such as E45 and Nivea. It is also usually slightly cheaper on Amazon compared to other high street stores
  
","Reviewed in the United Kingdom on 18 February 2024","Previous page"
"227","Moisturizer","        CeraVe Moisturising Cream for Dry to Very Dry Skin 454g with Hyaluronic Acid & 3 Essential Ceramides       ","Van","







  
  
    I have very dry sensetive skin and this is the only face cream that works. Been using it for several years. Hydration lasts all day.I did notice it is way cheaper to buy it on Amazon than in store (like Boots or similar if you're in the UK).The consistency is thicker than lotion but not heavy or greasy at all. However, when applying on the skin, rather than being fully absorbed it almost sets on top of the skin in a thin layer, almost like Vaseline. If you were to drag your fingernail across your face, you'd scrape some product off - and I wouldn't say it's because I apply too much. This consistency works for me as the layer almost acts as a protective barrier for my dry skin, but I know many people who don't enjoy it, so beware.it works well under my NYX full coverage foundation that's meant to stick and set on the face, but not so much with more light/dewy make up, starts to peel a bit. The thick consistency of the cream almost evens out the skin texture buy filling in any indents or pores of the face.
  
","Reviewed in the United Kingdom on 8 February 2024","Next page"
"228","Moisturizer","        CeraVe Moisturising Cream for Dry to Very Dry Skin 454g with Hyaluronic Acid & 3 Essential Ceramides       ","Van","







  
  
    I have never used this brand before so trusted the other reviews.I used to use Nivea but needed something more intensive for my maturing skin (age 45)I've been using it a week and the difference in my skin has improved alot.Feels smoother & more plump/supple.Great size pot for the cost compared to the 50ml jars I was purchasingFast deliveryThanks
  
","Reviewed in the United Kingdom on 17 January 2024","4.6 out of 5 stars"
"229","Moisturizer","        CeraVe Moisturising Cream for Dry to Very Dry Skin 454g with Hyaluronic Acid & 3 Essential Ceramides       ","Brian Stebbings","







  
  
    First of all, this is a huge tub of moisturizer that will last a very long time. Although it probably won't eliminate any wrinkles, it does hydrate and prevent dry skin from the effects of winter heating. I am 77 years old and have had a problem with my legs getting flaky after bathing in the winter. I have been using this cream and have not had any flaking in my legs. In fact, my legs feel silky and smooth even at my age. I don't expect this cream to eliminate loose or sagging skin at my age. It's just good to help and protect the skin that I have.This cream has little to no odor. I use it on most of my legs, arms, stomach, etc. after a bath and it absorbs into my skin instantly. There is absolutely no greasy or oily feeling. As yet, I haven't used this cream on my face as I have others that I use. As a body cream, I prefer this one over others I have used in the past.I hope this review was helpful for you.
  
","Reviewed in the United States on 17 February 2024","4.6 out of 5 stars"
"230","Moisturizer","        CeraVe Moisturising Cream for Dry to Very Dry Skin 454g with Hyaluronic Acid & 3 Essential Ceramides       ","L","







  
    Es un buen producto, muy hidratante para mi piel que es muy muy reseca. Da una sensación de suavidad y deja un aspecto saludable a la piel.
  
  
","Reviewed in Mexico on 9 February 2024","4.5 out of 5 stars"
"231","Moisturizer","        CeraVe Moisturising Cream for Dry to Very Dry Skin 454g with Hyaluronic Acid & 3 Essential Ceramides       ","Amazon Customer","







  
  
    After incorporating CeraVe Moisturising Cream into my daily skincare routine, I am compelled to award it a well-deserved 5-star review for its exceptional performance in tackling dry skin.The cream's effectiveness lies in its unique formula. Enriched with essential ceramides and hyaluronic acid, it not only moisturizes the skin but also helps in retaining its natural moisture. From the first application, I noticed a significant improvement in my skin's texture. It felt softer, smoother, and more hydrated without any greasy residue.What sets CeraVe apart is its long-lasting hydration. The moisturising effects last throughout the day, which is a godsend for my dry to very dry skin. It absorbs quickly, leaving my skin feeling nourished and comfortable, even in harsh weather conditions or air-conditioned environments.The product is also incredibly gentle and has a non-irritating formula. As someone with sensitive skin, I appreciate that it's fragrance-free and non-comedogenic. It soothes my skin without causing any breakouts or irritation, which is a rare find in powerful moisturizers.The packaging is practical and user-friendly. The tub is easy to open, and I can control the amount of product I use, ensuring no wastage. The size of the product offers great value for money, as a little goes a long way, making it an economical choice for regular use.Furthermore, I admire CeraVe's commitment to developing products with dermatologists. It adds an extra layer of trust, knowing that the cream is not only effective but also scientifically formulated for optimal skin health.In conclusion, CeraVe Moisturising Cream for Dry to Very Dry Skin is an outstanding product that lives up to its claims. It's a must-have for anyone struggling with dry skin, seeking a hydrating, gentle, and effective solution. This cream has truly transformed my skincare routine, providing lasting comfort and hydration. A full 5 stars for being a hydration hero for dry skin!
  
","Reviewed in the United Kingdom on 14 January 2024","4.6 out of 5 stars"
"232","Moisturizer","        CeraVe Moisturising Cream for Dry to Very Dry Skin 454g with Hyaluronic Acid & 3 Essential Ceramides       ","Amazon Customer","







  
  
    Nice cream, moisturizing, odorless, gentle on skin.
  
","Reviewed in the United Kingdom on 8 February 2024","Previous page of related Sponsored Products"
"233","Moisturizer","        CeraVe Moisturising Cream for Dry to Very Dry Skin 454g with Hyaluronic Acid & 3 Essential Ceramides       ","Ramma","







  
  
    I love this cream. I used the Cerave lotion for years but due to using Tretinoin my skin was in much need of some serious TLC. This is so much better than the lotion for dry skin - I use it in the morning and at night as I found it doesn't make my skin greasy or oily (I have combination skin with an oily T zone).I layer this over my morning serums or over Tretinoin at night after letting it soak in for 30mins or so. It has no scent, it didn't make me break out and my skin isn't dry anymore despite the cold and windy weather. I love it!
  
","Reviewed in the United Kingdom on 22 January 2024","Next page of related Sponsored Products"
"234","Moisturizer","        CeraVe Moisturising Cream for Dry to Very Dry Skin 454g with Hyaluronic Acid & 3 Essential Ceramides       ","Emerald","







  
  
    It's an amazing product that's suitable for all ages and has saved my skin in this dry weather.
  
","Reviewed in the United Kingdom on 29 January 2024","Previous page"
